-0.0037151,-0.00038141,0.0024041
-0.00038412,0.00044435,0.00078383
-0.00022761,0.00083727,-0.0015112
-2.5697e-181,-1.114e-89,-1.6002e-57
-0.0025055,-0.00012788,0.0011658
-0.0024097,-0.00067478,-0.0011472
-0.059843,0.023716,0.049893
-1.1574e-181,-6.2447e-91,7.4132e-59
-0.0010403,0.0020793,0.0030728
-1.9405e-05,-1.4332e-05,1.6232e-05
-0.0042002,0.00094013,0.0022744
-0.01251,0.023905,-0.038406
-0.0056932,0.010638,-0.01627
-0.0023909,-0.0017571,-2.7148e-05
-0.0015525,-0.0025311,-0.0007833
-0.00093806,0.0017438,0.0023931
-0.00059647,-0.00031933,-0.00059268
-0.001951,-0.0038936,-0.0026834
-0.0064368,-0.0090219,-0.0053682
-0.0035335,-0.0067323,-0.0022485
-2.6435e-181,-1.8496e-89,-1.845e-57
-0.0072324,0.0020526,0.00013841
5.2768e-181,2.1801e-89,1.9177e-57
-0.0015163,-0.0021786,-2.0638e-06
-0.0033859,0.0064083,0.0032714
-0.0019818,-0.0012582,0.00061891
-0.010809,0.013907,0.01691
-0.00095284,0.0035994,-0.0058856
-0.0028697,1.9963e-05,-0.00032418
-0.011904,0.003829,0.0013013
-0.00019094,0.00042234,0.0013887
-0.00094953,0.0021995,0.00091292
-0.010267,0.0027841,0.0034486
-0.00035164,0.00067984,0.0021811
-0.00072314,0.0013446,0.0016261
-0.0017611,-0.0028885,-0.001118
-0.00080484,0.0011476,0.0018531
-0.0041327,0.00040293,0.00013936
-0.002787,-0.0019922,0.00095118
-0.013969,-0.012321,-0.0045212
-0.0041327,0.00040293,0.00013936
6.3755e-181,4.4166e-89,2.9889e-57
-0.00097807,0.0013023,0.00097417
-0.00011364,0.00027033,0.00049257
7.1388e-181,6.2114e-89,6.4663e-57
-0.0019668,-0.0013371,-0.0017938
-0.0011873,-0.0023249,-0.0013308
-0.0050004,-0.0042075,0.00060286
-0.0010443,-0.0019631,-0.0007103
-0.0015688,0.0037341,0.0017414
-0.00035622,0.0015154,-0.0019956
-0.0014032,-0.0025477,-0.0017361
-0.0061742,-0.01057,-0.0067566
-0.00088835,-0.0016788,-0.00083948
-0.011502,-0.021473,-0.011897
-0.00097453,-0.0019822,-0.00061452
-4.0041e-05,3.2171e-05,9.8199e-05
-0.0036776,-0.0024125,0.00047944
-0.00044728,-0.0009581,-0.00027003
-0.0050426,-0.0019134,0.0019982
-0.00072314,0.0013446,0.0016261
-0.0013498,0.002467,0.00039666
-0.047817,-0.0041334,0.007134
-8.4576e-182,-6.8319e-90,-1.4765e-57
-5.8136e-181,-3.0291e-89,-1.9419e-57
-0.0039727,-0.001714,0.0019304
-0.0019357,-0.00013326,-0.00036147
-0.027264,-0.0024185,0.0069436
-0.009158,0.0062078,0.003777
-0.0032688,0.0056904,0.0076221
-0.1405,-0.068364,-0.067853
-0.0018251,0.0010221,0.00083997
-0.028143,0.02796,0.044169
-0.00095003,-0.0017297,-5.1655e-05
-0.015229,-0.00037428,0.0077493
-0.041947,0.034534,0.081917
-0.032094,0.0098354,0.024385
-0.0029125,-0.0011984,-0.0029277
-0.0019668,-0.0013371,-0.0017938
-0.0018576,-0.00066175,-1.1656e-05
-0.0009841,0.0022213,0.0027546
-0.00023021,0.00064716,0.0018899
-0.0071094,0.0093755,0.009256
-0.0021465,-0.001135,0.00027556
-0.0068354,0.001352,0.0053968
-0.0007954,0.001154,0.001384
-0.00097672,0.0042583,-0.012063
-0.0031036,-0.0053493,-0.0023604
-1.2054e-180,-7.2682e-89,-6.5365e-57
-0.0022054,-0.0011446,0.00033027
-0.0024533,0.002852,0.0034264
-0.0027125,0.001368,0.0033154
8.6727e-181,7.2885e-89,7.1233e-57
-0.0027932,-0.00044069,0.0025566
-0.00080484,0.0011476,0.0018531
-0.007303,-0.0032854,0.0057721
-0.0022054,-0.0011446,0.00033027
